,date,ordinal_date,dayofweek,day,start_time,end_time,time_taken,activity,activity status,planned
1120,2019-02-06,342,Wednesday,Wednesday 6th February 2019,10:00:00,18:00:00,480.0,10-6: PISA100 L-C (blood ready 10:30) – This one is for Shandelle,done,True
1121,2019-02-06,342,Wednesday,Wednesday 6th February 2019,15:00:00,17:00:00,120.0,3-5: RT-PCR with/without DNase treatment (booked 4pm),done,False
1122,2019-02-07,343,Thursday,Thursday 7th February 2019,09:45:00,10:00:00,15.0,9:45-10: Lab meeting,done,True
1123,2019-02-07,343,Thursday,Thursday 7th February 2019,09:30:00,17:30:00,480.0,9:30-5:30: PISA098 G-A (blood ready 10am) Cancelled,not done,True
1124,2019-02-07,343,Thursday,Thursday 7th February 2019,10:00:00,11:00:00,60.0,10-11: TJ Mast cell hunting,done,False
1125,2019-02-07,343,Thursday,Thursday 7th February 2019,11:00:00,12:00:00,60.0,11-12: RT-PCR problem meeting and lab chores,done,False
1126,2019-02-07,343,Thursday,Thursday 7th February 2019,13:00:00,14:00:00,60.0,1-2: Mouse Normalisation,done,False
1127,2019-02-07,343,Thursday,Thursday 7th February 2019,14:00:00,17:00:00,180.0,2-5: TJ Mast cell hunting,done,False
1128,2019-02-08,344,Friday,Friday 8th February 2019,,,,"[got in 9:30am, took 30 mins time in lieu to leave at 5pm]",note,True
1129,2019-02-08,344,Friday,Friday 8th February 2019,11:30:00,19:30:00,480.0,11:30-7:30: PISA104 L-B (blood ready at 12) cancelled,not done,True
1130,2019-02-08,344,Friday,Friday 8th February 2019,,,,AUSPICE Anti-PCP if samples come in – they did not,not done,True
1131,2019-02-08,344,Friday,Friday 8th February 2019,09:30:00,11:00:00,90.0,9:30-11: Show Amber how to setup a gradient primer test,done,False
1132,2019-02-08,344,Friday,Friday 8th February 2019,11:00:00,17:00:00,360.0,"11-5: TJ16 Mast cell hunting, deliveries",done,False
1133,2019-02-11,347,Monday,Monday 11th February 2019,10:30:00,18:30:00,480.0,10:30-6:30: PISA101 AJH (blood ready 11am),done,True
1134,2019-02-11,347,Monday,Monday 11th February 2019,,,,"Afternoon: May Grunwald staining with Brad, do on PA01 cytopsin slides (both expys, booked hood @ 2)",done,True
1135,2019-02-11,347,Monday,Monday 11th February 2019,,,,Type up methods for PAO1 expy(s),done,True
1136,2019-02-12,348,Tuesday,Tuesday 12th February 2019,09:00:00,17:00:00,480.0,9-5: PISA104 L-B (blood ready 9:30),done,True
1137,2019-02-12,348,Tuesday,Tuesday 12th February 2019,,,,Afternoon: Show Brad how to mount PAO1 cytospin slides,done,True
1138,2019-02-12,348,Tuesday,Tuesday 12th February 2019,,,,Mouse normalisation,done,True
1139,2019-02-12,348,Tuesday,Tuesday 12th February 2019,,,,"find antibiotics, make cocktail?",done,False
1140,2019-02-13,349,Wednesday,Wednesday 13th February 2019,09:00:00,17:00:00,480.0,"9-5: PISA103 CMD (blood ready 9:30) – Shandelle will do this, I will do other things",done,True
1141,2019-02-13,349,Wednesday,Wednesday 13th February 2019,09:00:00,15:00:00,360.0,9-3: PAO1 BALF counts,done,False
1142,2019-02-13,349,Wednesday,Wednesday 13th February 2019,15:00:00,16:00:00,60.0,"3-4: Check Bernie’s cells, wash and give new media",done,False
1143,2019-02-13,349,Wednesday,Wednesday 13th February 2019,16:00:00,17:00:00,60.0,"4-5: Gang nanodrop, plans for what to do?",done,False
1144,2019-02-14,350,Thursday,Thursday 14th February 2019,09:00:00,14:00:00,300.0,"9-2: RT-PCR for Bec, going to try old cDNA first (2nd round of RT-PCR)",not done,True
1145,2019-02-14,350,Thursday,Thursday 14th February 2019,09:00:00,10:00:00,60.0,9-10: Mouse normalisation – do tomorrow because bedding was changed today,not done,True
1146,2019-02-14,350,Thursday,Thursday 14th February 2019,09:00:00,10:00:00,60.0,9-10: TJ23 Mast Cell Microscopy,done,False
1147,2019-02-14,350,Thursday,Thursday 14th February 2019,10:00:00,13:00:00,180.0,10-1: qPCR for TJ (booked 1pm),done,True
1148,2019-02-14,350,Thursday,Thursday 14th February 2019,14:00:00,17:00:00,180.0,"2-5: RV-SYN01 qPCR (booked 5pm) – cancelled, couldn’t find some samples?!",not done,True
1149,2019-02-15,351,Friday,Friday 15th February 2019,09:00:00,13:00:00,240.0,9-1: RT-PCR RV-SYN01 (booked machine #2 11-1),done,False
1150,2019-02-15,351,Friday,Friday 15th February 2019,13:00:00,15:00:00,120.0,1-3: qPCRs for GL Prss31 (booked 3-5pm),done,True
1151,2019-02-15,351,Friday,Friday 15th February 2019,15:00:00,16:00:00,60.0,3-4: RA/Post-doc meeting,done,True
1152,2019-02-15,351,Friday,Friday 15th February 2019,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,done,False
1153,2019-02-18,354,Monday,Monday 18th February 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1154,2019-02-18,354,Monday,Monday 18th February 2019,10:00:00,13:00:00,180.0,10-1: RV-SYN01 qPCR (booked 1-3pm),done,True
1155,2019-02-18,354,Monday,Monday 18th February 2019,14:00:00,17:00:00,180.0,2-5: TJ23 Mast Cell Microscopy,done,True
1156,2019-02-18,354,Monday,Monday 18th February 2019,,,,Check about antibodies arrival for abx treatment model,done,True
1157,2019-02-19,355,Tuesday,Tuesday 19th February 2019,09:00:00,10:00:00,60.0,9-10: AUSPICE samples in level 1 freezer farm,done,True
1158,2019-02-19,355,Tuesday,Tuesday 19th February 2019,10:00:00,11:00:00,60.0,10-11: Mouse normalisation,done,True
1159,2019-02-19,355,Tuesday,Tuesday 19th February 2019,11:00:00,14:00:00,180.0,11-2: RV-SYN01 qPCR (booked 2-4pm),done,True
1160,2019-02-19,355,Tuesday,Tuesday 19th February 2019,15:00:00,17:00:00,120.0,3-5: TJ23/24 Mast Cell Microscopy,done,True
1161,2019-02-20,356,Wednesday,Wednesday 20th February 2019,09:00:00,17:00:00,480.0,9-5: RNA extractions SS03 lung,done,False
1162,2019-02-20,356,Wednesday,Wednesday 20th February 2019,,,,Check Bernie’s Raw Macs,done,False
1163,2019-02-21,357,Thursday,Thursday 21st February 2019,10:00:00,18:00:00,480.0,10-6: PISA098 G-A (blood ready 10:30),done,True
1164,2019-02-21,357,Thursday,Thursday 21st February 2019,16:00:00,16:30:00,30.0,4-4:30: Meet with Gang – quiet room lvl 2,done,True
1165,2019-02-21,357,Thursday,Thursday 21st February 2019,,,,Mouse normalisation,done,True
1166,2019-02-22,358,Friday,Friday 22nd February 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1167,2019-02-22,358,Friday,Friday 22nd February 2019,10:00:00,13:00:00,180.0,10-1: RV-SYN01 qPCR (booked 1-3),done,False
1168,2019-02-22,358,Friday,Friday 22nd February 2019,14:00:00,17:00:00,180.0,2-5: TJ24 Mast cell counts (booked old scope 3-5),done,False
1169,2019-02-22,358,Friday,Friday 22nd February 2019,,,,Washup and aliquots of NF-water,done,False
1170,2019-02-25,361,Monday,Monday 25th February 2019,,,,[went home sick @ 1pm],note,True
1171,2019-02-25,361,Monday,Monday 25th February 2019,09:00:00,17:00:00,480.0,9-5: RNA extractions SS03 Colon (booked hood 9-5),partly done,True
1172,2019-02-25,361,Monday,Monday 25th February 2019,,,,Prep plates for AUSPICE Anti-PCP test run,not done,True
1173,2019-02-25,361,Monday,Monday 25th February 2019,,,,"Make TAE buffer, agarose",not done,True
1174,2019-02-26,362,Tuesday,Tuesday 26th February 2019,,,,[took 1 hour time in lieu – uses up last of time in lieu from PSA endpoint],note,True
1175,2019-02-26,362,Tuesday,Tuesday 26th February 2019,09:00:00,12:00:00,180.0,9-12: RNA extraction ~12 samples,done,False
1176,2019-02-26,362,Tuesday,Tuesday 26th February 2019,13:00:00,14:00:00,60.0,1-2: Mouse normalisation,done,False
1177,2019-02-26,362,Tuesday,Tuesday 26th February 2019,14:00:00,16:00:00,120.0,2-4: hMC1 PCR,done,True
1178,2019-02-26,362,Tuesday,Tuesday 26th February 2019,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP test run ELISA,not done,True
1179,2019-02-26,362,Tuesday,Tuesday 26th February 2019,,,,If time: TJ24 Mast cell counts,not done,True
1180,2019-02-27,363,Wednesday,Wednesday 27th February 2019,09:00:00,12:30:00,210.0,9-12:30: RNA extractions SS03,done,False
1181,2019-02-27,363,Wednesday,Wednesday 27th February 2019,13:30:00,16:00:00,150.0,1:30-4: RT-PCR SS03 lung and colon,partly done,True
1182,2019-02-27,363,Wednesday,Wednesday 27th February 2019,15:00:00,17:00:00,120.0,3-5: DNA Agarose gel for hMC1 amplicons,done,False
1183,2019-02-27,363,Wednesday,Wednesday 27th February 2019,15:00:00,17:00:00,120.0,3-5: TJ24 Mast cell counts,not done,True
1184,2019-02-27,363,Wednesday,Wednesday 27th February 2019,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,not done,True
1185,2019-02-28,364,Thursday,Thursday 28th February 2019,,,,[went home sick],note,True
1186,2019-02-28,364,Thursday,Thursday 28th February 2019,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,not done,True
1187,2019-02-28,364,Thursday,Thursday 28th February 2019,09:00:00,11:00:00,120.0,"9-11: Mast cell scoring for TJ, TJ24 Tol Blue Done!",done,False
1188,2019-03-01,365,Friday,Friday 1st March 2019,09:00:00,12:00:00,180.0,9-12: Collagen analysis for Kurtis,done,False
1189,2019-03-01,365,Friday,Friday 1st March 2019,13:00:00,14:00:00,60.0,1-2: NH09 mast cell hunting,done,False
1190,2019-03-01,365,Friday,Friday 1st March 2019,14:00:00,15:00:00,60.0,2-3: DNA Agarose gel repeat,done,False
1191,2019-03-01,365,Friday,Friday 1st March 2019,15:00:00,16:00:00,60.0,3-4: Post-doc meeting,done,True
1192,2019-03-01,365,Friday,Friday 1st March 2019,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,done,False
1193,2019-03-01,365,Friday,Friday 1st March 2019,09:00:00,17:00:00,480.0,9-5: AUSPICE Anti-PCP ELISA,not done,True
1194,2019-03-04,368,Monday,Monday 4th March 2019,09:00:00,13:00:00,240.0,9-1: Gang lung protein extractions,done,True
1195,2019-03-04,368,Monday,Monday 4th March 2019,14:00:00,16:00:00,120.0,2-4: RT-PCR SS03 lung and colon (booked 3-5pm #1),done,True
1196,2019-03-04,368,Monday,Monday 4th March 2019,16:00:00,17:00:00,60.0,4-5: Mouse normalisation,done,True
1197,2019-03-04,368,Monday,Monday 4th March 2019,,,,Check battery on west wing electronic multi channels – need a screwdriver,partly done,True
1198,2019-03-04,368,Monday,Monday 4th March 2019,,,,For AUSPICE: check things allll good,done,False
1199,2019-03-05,369,Tuesday,Tuesday 5th March 2019,09:00:00,09:30:00,30.0,9-9:30: Check battery on west wing electronic multi channels – brought wrong sized screwdriver,partly done,True
1200,2019-03-05,369,Tuesday,Tuesday 5th March 2019,09:30:00,10:00:00,30.0,9:30-10: Put RT-PCR samples into tubes,done,False
1201,2019-03-05,369,Tuesday,Tuesday 5th March 2019,,,,AUSPICE collect samples,done,False
1202,2019-03-05,369,Tuesday,Tuesday 5th March 2019,,,,Collagen analysis,done,False
1203,2019-03-05,369,Tuesday,Tuesday 5th March 2019,13:00:00,15:00:00,120.0,1-3: NH09 Mast Cell hunting,done,True
1204,2019-03-05,369,Tuesday,Tuesday 5th March 2019,09:00:00,13:00:00,240.0,9-1: qPCR SS03,not done,True
1205,2019-03-06,370,Wednesday,Wednesday 6th March 2019,,,,"9-10,10-10:30: Get more AUSPICE samples with Tegan",done,False
1206,2019-03-06,370,Wednesday,Wednesday 6th March 2019,10:30:00,11:00:00,30.0,"10:30-11: Washup, check PBS and RBCLB",done,False
1207,2019-03-06,370,Wednesday,Wednesday 6th March 2019,11:00:00,16:00:00,300.0,11-4: KB20 collagen analysis,done,False
1208,2019-03-06,370,Wednesday,Wednesday 6th March 2019,15:00:00,17:00:00,120.0,3-5: Mouse experiment planning,done,True
1209,2019-03-06,370,Wednesday,Wednesday 6th March 2019,09:00:00,12:00:00,180.0,9-12: RV-SYN01 IFNb qPCR,not done,True
1210,2019-03-06,370,Wednesday,Wednesday 6th March 2019,13:00:00,16:00:00,180.0,1-4: RV-SYN01 IL1b taqman qPCR,not done,True
1211,2019-03-07,371,Thursday,Thursday 7th March 2019,09:00:00,11:00:00,120.0,9-11: RV-SYN01 IFNb qPCR (384 booked 3-5) ,done,False
1212,2019-03-07,371,Thursday,Thursday 7th March 2019,12:00:00,13:00:00,60.0,12-1: Poop tube labelling,done,False
1213,2019-03-07,371,Thursday,Thursday 7th March 2019,13:00:00,15:00:00,120.0,1-3: SS03 IL6 IL10 qPCR (384 booked 5-7),done,False
1214,2019-03-07,371,Thursday,Thursday 7th March 2019,15:00:00,17:00:00,120.0,3-5: Collagen analysis,done,False
1215,2019-03-08,372,Friday,Friday 8th March 2019,10:00:00,18:00:00,480.0,10-6: PISA105 S-B (blood ready 10:30),done,False
1216,2019-03-08,372,Friday,Friday 8th March 2019,,,,Order antibodies today! ,done,False
1217,2019-03-08,372,Friday,Friday 8th March 2019,,,,Normalise Mice,done,False
1218,2019-03-08,372,Friday,Friday 8th March 2019,,,,Send off qPCR data,done,False
1219,2019-03-11,375,Monday,Monday 11th March 2019,09:00:00,18:30:00,570.0,9-6:30: PISA107 A-M (blood ready 9:30),done,True
1220,2019-03-11,375,Monday,Monday 11th March 2019,10:30:00,18:30:00,480.0,10:30-6:30: PISA106 FAS (blood ready 11am),done,True
1221,2019-03-11,375,Monday,Monday 11th March 2019,,,,Make up antibiotics,done,True
1222,2019-03-11,375,Monday,Monday 11th March 2019,,,,"In PISA Gap: Designate Mice groups, Collect Poop, Weigh, swap water with ABX water (Charlotte and Shakti can help with this)",done,True
1223,2019-03-12,376,Tuesday,Tuesday 12th March 2019,09:00:00,17:00:00,480.0,9-5: PISA102 S-M (blood ready 9:30),done,True
1224,2019-03-12,376,Tuesday,Tuesday 12th March 2019,,,,Sometime: Check mice,done,True
1225,2019-03-12,376,Tuesday,Tuesday 12th March 2019,,,,"PBS and RBLCB aliquots, find someone to do RBCLB test, washup",done,False
1226,2019-03-13,377,Wednesday,Wednesday 13th March 2019,,,,[away on Holidays],note,True
1227,2019-03-25,389,Monday,Monday 25th March 2019,,,,[back from Holidays],note,True
1228,2019-03-25,389,Monday,Monday 25th March 2019,08:00:00,16:00:00,480.0,8-4: ABX mice endpoint,done,True
1229,2019-03-25,389,Monday,Monday 25th March 2019,,,,Form for aust. biosecurity,done,False
1230,2019-03-25,389,Monday,Monday 25th March 2019,,,,"Washup, autoclave PBS",done,False
1231,2019-03-26,390,Tuesday,Tuesday 26th March 2019,08:00:00,09:00:00,60.0,8-9: Mice bedding swaps for air and smk,done,False
1232,2019-03-26,390,Tuesday,Tuesday 26th March 2019,,,,Sometime: Check battery on west wing electronic multi channels.,done,False
1233,2019-03-26,390,Tuesday,Tuesday 26th March 2019,15:00:00,16:00:00,60.0,3-4: Mast cell hunting with Tol Blue slides for NH09,done,False
1234,2019-03-26,390,Tuesday,Tuesday 26th March 2019,09:00:00,16:00:00,420.0,9-4: ABX mice endpoint,done,True
1235,2019-03-27,391,Wednesday,Wednesday 27th March 2019,09:00:00,,,9: Henry will show me his slides for MLIs,done,False
1236,2019-03-27,391,Wednesday,Wednesday 27th March 2019,09:00:00,12:00:00,180.0,9-12: KB20 Collagen analysis,done,False
1237,2019-03-27,391,Wednesday,Wednesday 27th March 2019,13:00:00,16:00:00,180.0,1-4: Practice mice killing and BALF,done,False
1238,2019-03-27,391,Wednesday,Wednesday 27th March 2019,14:00:00,17:00:00,180.0,2-5: Mast cell hunting with Tol Blue slides for NH09,done,False
1239,2019-03-28,392,Thursday,Thursday 28th March 2019,09:00:00,13:00:00,240.0,9-1: Mast cell hunting with Tol Blue slides for NH09,done,False
1240,2019-03-28,392,Thursday,Thursday 28th March 2019,14:00:00,17:00:00,180.0,"2-5: RV-SYN01 IL-1b qPCR (tentatively booked 5-7, biorad384)",done,False
1241,2019-03-29,393,Friday,Friday 29th March 2019,09:00:00,13:00:00,240.0,9-1: RT-PCR SS03 (repeat because cDNA seems to be bad) Henry reports a similar issue (booked 10:30-12:30 machine #1),done,False
1242,2019-03-29,393,Friday,Friday 29th March 2019,,,,Instead will do 4 of henry’s and 4 of mine for RT-PCR and then HPRT and another gene qPCR to reproduce the problem.,done,False
1243,2019-03-29,393,Friday,Friday 29th March 2019,,,,"Sometime: Re-tag mice tails, weigh mice with Charlotte",done,False
1244,2019-03-29,393,Friday,Friday 29th March 2019,14:00:00,17:00:00,180.0,2-5: Mast cell hunting with Tol Blue slides for NH09,done,False
1245,2019-04-01,396,Monday,Monday 1st April 2019,09:00:00,13:00:00,240.0,"9-1: HG03 MLIs (booked 9-1, new scope)",done,True
1246,2019-04-01,396,Monday,Monday 1st April 2019,14:00:00,17:00:00,180.0,2-5: RT-PCR SS03 Henry,done,True
1247,2019-04-01,396,Monday,Monday 1st April 2019,,,,"More PBS aliquots, wash water bath?",not done,True
1248,2019-04-01,396,Monday,Monday 1st April 2019,,,,in rims set all mice to “in experiment” 3 wks ago and then put that we took them off last week,partly done,True
1249,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,put new batteries in pipettes,done,False
1250,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,sort out tick@lab issue – how to change “in experiment” to appropriate backdate,done,False
1251,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,09:00:00,11:00:00,120.0,9-11: Bedding swaps for Mice,done,True
1252,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,"More PBS aliquots, washup, wash water bath",done,False
1253,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,13:00:00,14:00:00,60.0,1-2: qPCR SS03 Henry,done,True
1254,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,14:00:00,17:00:00,180.0,2-5: Mast Cell hunting NH09,done,False
1255,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,14:00:00,17:00:00,180.0,"2-5: qPCR SS02 BDs booked out, do tomorrow",not done,True
1256,2019-04-02,397,Tuesday,Tuesday 2nd April 2019,,,,2% gel for gang pcr fragments? ,not done,True
1257,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,09:00:00,12:00:00,180.0,9-12: qPCR SS02 BDs (booked 12-2 biorad384) BD1 and BD3 are in tegans RV box in bacto -20C,done,False
1258,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,13:00:00,17:00:00,240.0,"1-5: NH09 Mast cell hunting, scope booked out",not done,True
1259,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,,,,Put together budget for AUSPICE,done,False
1260,2019-04-03,398,Wednesday,Wednesday 3rd April 2019,,,,Interpret qPCR results,done,False
1261,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,Make up new LB and LB-agar. ,done,False
1262,2019-04-04,399,Thursday,Thursday 4th April 2019,10:00:00,13:00:00,180.0,10-1: Collagen Images for KB20,done,False
1264,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,NH09 mast cell hunting,done,False
1265,2019-04-04,399,Thursday,Thursday 4th April 2019,,,,"Nanodrop SS03 RNA and cDNA, compare with TJ16 RNA and cDNA",done,False
1266,2019-04-05,400,Friday,Friday 5th April 2019,09:00:00,09:30:00,30.0,9-9:30: Litter stuff with Charlotte,done,True
1267,2019-04-05,400,Friday,Friday 5th April 2019,10:00:00,17:00:00,420.0,10-5: Collagen analysis of remaining images of KB20 pt 2,done,False
1268,2019-04-05,400,Friday,Friday 5th April 2019,,,,Also need an hour for pouring LB-agar plates and later streaking out PAO1,done,False
1269,2019-04-08,403,Monday,Monday 8th April 2019,09:00:00,12:00:00,180.0,9-12: KB20 Collagen analysis pt 2,done,True
1270,2019-04-08,403,Monday,Monday 8th April 2019,12:00:00,13:00:00,60.0,12-1: AUSPICE Meeting,done,True
1271,2019-04-08,403,Monday,Monday 8th April 2019,14:00:00,15:00:00,60.0,2-3: Lab meeting at Moss,done,True
1272,2019-04-08,403,Monday,Monday 8th April 2019,15:00:00,17:00:00,120.0,3-5: HG06 BALF counts,done,True
1273,2019-04-09,404,Tuesday,Tuesday 9th April 2019,09:00:00,17:00:00,480.0,9-5: ABX mice endpoint,done,True
1274,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,O/N of PAO1,done,True
1275,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,Make more PBS for autoclave,done,False
1276,2019-04-09,404,Tuesday,Tuesday 9th April 2019,,,,HG06 BALF counts,done,False
1277,2019-04-10,405,Wednesday,Wednesday 10th April 2019,09:00:00,17:00:00,480.0,9-5: ABX mice endpoint,done,True
1278,2019-04-10,405,Wednesday,Wednesday 10th April 2019,,,,Re-O/N PAO1 in estriol,done,True
1279,2019-04-10,405,Wednesday,Wednesday 10th April 2019,,,,HG06 BALF counts,done,False
1280,2019-04-11,406,Thursday,Thursday 11th April 2019,09:00:00,14:00:00,300.0,9-2: Growth curve calibration of PAO1 exposed to estriol or just ethanol,done,True
1281,2019-04-11,406,Thursday,Thursday 11th April 2019,14:00:00,17:00:00,180.0,"2-5: HG06 BALF counts, HG07 BALF",done,True
1282,2019-04-12,407,Friday,Friday 12th April 2019,09:00:00,11:00:00,120.0,9-11: Protein extractions for TJ,done,False
1283,2019-04-12,407,Friday,Friday 12th April 2019,12:00:00,13:00:00,60.0,12-1: Count plates,done,False
1284,2019-04-12,407,Friday,Friday 12th April 2019,13:00:00,15:00:00,120.0,1-3: HG07 BALF counts,done,False
1285,2019-04-12,407,Friday,Friday 12th April 2019,15:00:00,16:00:00,60.0,3-4: Post-doc meeting,done,False
1286,2019-04-12,407,Friday,Friday 12th April 2019,16:00:00,17:00:00,60.0,4-5: qPCR SS03 colon test,done,False
1287,2019-04-15,410,Monday,Monday 15th April 2019,08:00:00,09:00:00,60.0,"8-9: Prep water, PBS for autoclave, analyse qPCR from Friday",done,False
1288,2019-04-15,410,Monday,Monday 15th April 2019,09:00:00,10:00:00,60.0,9-10: Lab meeting,done,True
1289,2019-04-15,410,Monday,Monday 15th April 2019,10:00:00,14:00:00,240.0,10-2: SS03 RNA extraction spare tissue?,done,True
1290,2019-04-15,410,Monday,Monday 15th April 2019,14:00:00,16:00:00,120.0,2-4: HG07 BALF,done,True
1291,2019-04-15,410,Monday,Monday 15th April 2019,,,,Make a PAO1 O/N put in fridge,not done,True
1292,2019-04-16,411,Tuesday,Tuesday 16th April 2019,,,,[away for graduation],note,True
1293,2019-04-17,412,Wednesday,Wednesday 17th April 2019,09:00:00,11:00:00,120.0,9-11: PAO1 overnights in ethanol or estriol,not done,True
1294,2019-04-17,412,Wednesday,Wednesday 17th April 2019,09:00:00,12:00:00,180.0,9-12: SS03 RT-PCR test (booked 11 machine #2),done,True
1295,2019-04-17,412,Wednesday,Wednesday 17th April 2019,13:00:00,15:00:00,120.0,1-3: qPCR SS03 test (booked 2:30 biorad384),done,True
1296,2019-04-17,412,Wednesday,Wednesday 17th April 2019,,,,Scan receipts,done,False
1297,2019-04-17,412,Wednesday,Wednesday 17th April 2019,,,,"PBS, RBCLB, clean waterbath, washup",done,False
1298,2019-04-18,413,Thursday,Thursday 18th April 2019,09:00:00,14:00:00,300.0,9-2: Growth curve calibration of PAO1 exposed to estriol or just ethanol,not done,True
1299,2019-04-18,413,Thursday,Thursday 18th April 2019,14:00:00,17:00:00,180.0,2-5: NH09 mast cell hunting,not done,True
1300,2019-04-18,413,Thursday,Thursday 18th April 2019,09:00:00,12:00:00,180.0,9-12: RNA extraction SS spare ,done,False
1301,2019-04-18,413,Thursday,Thursday 18th April 2019,11:00:00,12:00:00,60.0,11-12: RBCLB testing,done,False
1302,2019-04-18,413,Thursday,Thursday 18th April 2019,13:00:00,16:00:00,180.0,1-4: RT-PCR SS spare (booked 2-4 machine #1),done,False
1303,2019-04-18,413,Thursday,Thursday 18th April 2019,16:00:00,17:00:00,60.0,4-5: qPCR SS spare? (booked 5-7 96 biorad),done,False
1304,2019-04-18,413,Thursday,Thursday 18th April 2019,,,,When free: HG07 BALF,done,False
1305,2019-04-19,414,Friday,Friday 19th April 2019,,,,[good Friday holiday],note,True
1306,2019-04-22,417,Monday,Monday 22nd April 2019,,,,[good monday holiday],note,True
1307,2019-04-23,418,Tuesday,Tuesday 23rd April 2019,,,,[uni concession day],note,True
1308,2019-04-24,419,Wednesday,Wednesday 24th April 2019,09:00:00,10:00:00,60.0,9-10: quick lab meeting,done,True
1309,2019-04-24,419,Wednesday,Wednesday 24th April 2019,10:00:00,17:00:00,420.0,10-5: SS03 RNA extractions,not done,True
1310,2019-04-24,419,Wednesday,Wednesday 24th April 2019,,,,Sometime: Deal with dirty lab coats – don’t need to,not done,True
1311,2019-04-24,419,Wednesday,Wednesday 24th April 2019,,,,NH09 mast cell counts,done,False
1312,2019-04-24,419,Wednesday,Wednesday 24th April 2019,,,,When free: HG07 BALF,done,True
1313,2019-04-25,420,Thursday,Thursday 25th April 2019,,,,[anzac day holiday],note,True
1314,2019-04-26,421,Friday,Friday 26th April 2019,09:00:00,13:00:00,240.0,9-1: SS03 RT-PCR,not done,True
1315,2019-04-26,421,Friday,Friday 26th April 2019,14:00:00,17:00:00,180.0,2-5: SS03 qPCR,not done,True
1316,2019-04-26,421,Friday,Friday 26th April 2019,,,,Sometime: Deal with dirty lab coats,done,True
1317,2019-04-26,421,Friday,Friday 26th April 2019,09:00:00,10:30:00,90.0,9-10:30: Sort out primer stocks to be put into general stocks,done,False
1318,2019-04-26,421,Friday,Friday 26th April 2019,,,,Washup and tips downstairs,done,False
1319,2019-04-26,421,Friday,Friday 26th April 2019,12:00:00,17:00:00,300.0,"12-5: NH09 mast cell counts, almost done!",done,False
1320,2019-04-26,421,Friday,Friday 26th April 2019,,,,Re-streak PAO1,done,False
1321,2019-04-29,424,Monday,Monday 29th April 2019,09:00:00,13:00:00,240.0,9-1: Trial RNA extraction,done,True
1322,2019-04-29,424,Monday,Monday 29th April 2019,,,,In-between: NH09 mast cell counts,done,False
1323,2019-04-29,424,Monday,Monday 29th April 2019,14:00:00,16:00:00,120.0,2-4: Trial RT-PCR (booked 3-5),done,True
1324,2019-04-29,424,Monday,Monday 29th April 2019,15:00:00,16:00:00,60.0,3-4: Trial qPCR,not done,True
1325,2019-04-29,424,Monday,Monday 29th April 2019,16:00:00,17:00:00,60.0,4-5: PAO1 O/Ns,done,True
1326,2019-04-30,425,Tuesday,Tuesday 30th April 2019,,,,First thing: Trial qPCR (booked 10am),done,True
1327,2019-04-30,425,Tuesday,Tuesday 30th April 2019,09:00:00,11:00:00,120.0,9-11: PAO1 estriol O/Ns,done,True
1328,2019-04-30,425,Tuesday,Tuesday 30th April 2019,12:00:00,17:00:00,300.0,12-5: SS03 RNA extraction or SS02 BD qPCR (not booked yet),not done,True
1329,2019-04-30,425,Tuesday,Tuesday 30th April 2019,11:00:00,18:30:00,450.0,11-6:30: Surprise PISA,done,False
1330,2019-04-30,425,Tuesday,Tuesday 30th April 2019,,,,LB-agar for autoclave,done,False
1331,2019-04-30,425,Tuesday,Tuesday 30th April 2019,,,,Fill tips,done,False
1332,2019-05-01,426,Wednesday,Wednesday 1st May 2019,09:00:00,15:00:00,360.0,9-3: PAO1 growth curve,done,True
1333,2019-05-01,426,Wednesday,Wednesday 1st May 2019,,,,Take down PISA samples,done,False
1334,2019-05-01,426,Wednesday,Wednesday 1st May 2019,15:00:00,17:00:00,120.0,3-5: TJ23 BALF (or mast cell hunting),done,True
1335,2019-05-02,427,Thursday,Thursday 2nd May 2019,09:00:00,12:00:00,180.0,"9-12: Clean-up kit for RNA, ethanol preciptation",done,False
1336,2019-05-02,427,Thursday,Thursday 2nd May 2019,,,,Count colonies of PAO1,done,False
