,date,ordinal_date,dayofweek,day,time taken,start_time,end_time,time_taken,activity,strike,black,red,green,blue,activity status,planned
504,2018-08-14,166,Tuesday,Tuesday 14th August 2018,9-10:30,09:00:00,10:30:00,90.0,"9-10:30: DNA agarose gel for PCR, gel DNA isolation?",True,False,False,False,True,done,False
505,2018-08-14,166,Tuesday,Tuesday 14th August 2018,10-11:30,10:00:00,11:30:00,90.0,10-11:30: Labelling for Alex,True,False,False,False,True,done,False
506,2018-08-14,166,Tuesday,Tuesday 14th August 2018,11:30-12,11:30:00,12:00:00,30.0,11:30-12: Chemical waste training with Nics,True,False,False,False,True,done,False
507,2018-08-14,166,Tuesday,Tuesday 14th August 2018,1-5,13:00:00,17:00:00,240.0,"1-5: Induction on new machine first @1pm, then TJ16 RNA extraction pt 4 (final!)",True,False,False,False,True,done,False
508,2018-08-14,166,Tuesday,Tuesday 14th August 2018,Maybe,,,,"Maybe: Revive cells with pmir-GLO vector, XbaI RE digest and ligation for pmir and tryptase 3’UTR frags",False,False,True,False,False,not done,True
509,2018-08-14,166,Tuesday,Tuesday 14th August 2018,9-5:30,09:00:00,17:30:00,510.0,9-5:30: PISA062 (blood ready 10am) Cancelled,False,False,True,False,False,not done,True
510,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,,"Log ticket for hood tc with no handle for shield, Sodium hydroxide, Send RNA ext protocol to Swaroop and Rudi, Send gel to Gang",True,False,False,False,True,done,False
511,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,,Finish proofing of anti-PCP stuff and send to Phil – awaiting responses from Andrew and Dimi,True,True,False,True,False,partly done,True
512,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,,SS02 Lung BALF ELISA block plate TNFa,True,False,False,False,True,done,False
513,2018-08-15,167,Wednesday,Wednesday 15th August 2018,,,,,Labelling for Alex endpoint,True,False,False,True,False,partly done,True
514,2018-08-15,167,Wednesday,Wednesday 15th August 2018,9-2,09:00:00,14:00:00,300.0,9-2: TJ16 RT-PCR,True,True,False,False,False,done,True
515,2018-08-15,167,Wednesday,Wednesday 15th August 2018,2-5,14:00:00,17:00:00,180.0,2-5: Transform ligated pmir 3’UTR plasmids into comp cells,False,False,True,False,False,not done,True
516,2018-08-16,168,Thursday,Thursday 16th August 2018,12:30,,,,12:30: Meet with Bec in west wing about Viia,True,True,False,False,False,done,True
517,2018-08-16,168,Thursday,Thursday 16th August 2018,,,,,"Put RT-PCR into tubes, test RBCLB, make more PBS aliquots, labelling for Alex",True,False,False,False,True,done,False
518,2018-08-16,168,Thursday,Thursday 16th August 2018,9-5,09:00:00,17:00:00,480.0,9-5: SS02 BALf ELISA #1 of 3 TNFa,True,False,False,False,True,done,False
519,2018-08-16,168,Thursday,Thursday 16th August 2018,9-12,09:00:00,12:00:00,180.0,9-12: TJ16 qPCR INF beta and gamma ,False,False,True,False,False,not done,True
520,2018-08-16,168,Thursday,Thursday 16th August 2018,1-4,13:00:00,16:00:00,180.0,1-4: TJ16 qPCR INF alpha and lambda,False,False,True,False,False,not done,True
521,2018-08-16,168,Thursday,Thursday 16th August 2018,4-5,16:00:00,17:00:00,60.0,4-5: O/N culture of candidate comp cell colonies,False,False,True,False,False,not done,True
522,2018-08-17,169,Friday,Friday 17th August 2018,6-2,06:00:00,14:00:00,480.0,6-2: Macrophage project cell isolation,True,False,False,False,True,done,False
523,2018-08-17,169,Friday,Friday 17th August 2018,,,,,Alex labelling,True,False,False,False,True,done,False
524,2018-08-17,169,Friday,Friday 17th August 2018,,,,,Block KC ELISA 384 well plate,True,False,False,False,True,done,False
525,2018-08-17,169,Friday,Friday 17th August 2018,,,,,Get aperio images for Bernie from Aperio computer,True,False,False,False,True,done,False
526,2018-08-17,169,Friday,Friday 17th August 2018,9-12,09:00:00,12:00:00,180.0,9-12: Plasmid prep of candidate comp cells and XbaI RE digest to screen them (or PCR?),False,False,True,False,False,not done,True
528,2018-08-20,172,Monday,Monday 20th August 2018,,,,,Get aperio data HDD from histo lab,True,True,False,False,False,done,True
529,2018-08-20,172,Monday,Monday 20th August 2018,Sometime,,,,Sometime: Re-run gang PCR on gel,True,True,False,False,False,done,True
530,2018-08-20,172,Monday,Monday 20th August 2018,Sometime,,,,Sometime: Make up LB broth and agar,True,True,False,False,False,done,True
531,2018-08-20,172,Monday,Monday 20th August 2018,9-4:30,09:00:00,16:30:00,450.0,9-4:30: SS02 BALf ELISA #2 of 3 CXCL1/KC,True,True,False,False,False,done,True
532,2018-08-20,172,Monday,Monday 20th August 2018,,,,,[30 mins time in lieu],False,True,False,False,False,note,True
533,2018-08-21,173,Tuesday,Tuesday 21st August 2018,6-2,06:00:00,14:00:00,480.0,6-2: Macrophage project/SS03 immune cell isolation,True,True,False,False,False,done,True
534,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,,PBS and tips for autoclaving,True,False,False,False,True,done,False
535,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,,TJ08 last two slides for mast cell hunt,True,False,False,False,True,done,False
536,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,,Deliveries and organising to-do stuff,True,False,False,False,True,done,False
537,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,,Find IFN-lambda Duoset kit?,True,False,False,False,True,done,False
538,2018-08-21,173,Tuesday,Tuesday 21st August 2018,,,,,Update PISA database,False,False,False,True,False,partly done,True
539,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,9-12,09:00:00,12:00:00,180.0,9-12: RV014 PCR repeat on Quantflex in West Wing,True,True,False,False,False,done,True
540,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,1-5,13:00:00,17:00:00,240.0,1-5: NH09 BALF counts (TJ) TJ19 RNA extraction 3dpi pt 1,True,True,True,False,True,partly done,False
541,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,,,,,Take stock downstairs,True,False,False,False,True,done,False
542,2018-08-22,174,Wednesday,Wednesday 22nd August 2018,,,,,PISA database update,True,False,False,False,True,done,False
543,2018-08-23,175,Thursday,Thursday 23rd August 2018,9-1,09:00:00,13:00:00,240.0,9-1: TJ19 RNA extraction 3dpi pt 2 NH09 BALF counts (TJ),True,True,True,False,True,partly done,False
544,2018-08-23,175,Thursday,Thursday 23rd August 2018,Sometime,,,,Sometime: reconstitute KC ELISA kit,True,False,False,False,True,done,False
545,2018-08-23,175,Thursday,Thursday 23rd August 2018,2-5,14:00:00,17:00:00,180.0,2-5: RT-PCR for ethics variation (Gang) Transform plasmid constructs into comp cells,True,True,True,False,False,partly done,True
546,2018-08-24,176,Friday,Friday 24th August 2018,9-5,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders delayed,False,True,True,False,False,not done,True
547,2018-08-24,176,Friday,Friday 24th August 2018,9-4,09:00:00,16:00:00,420.0,9-4: ELISA CXCL1/KC (Shakti),True,False,False,False,True,done,False
548,2018-08-24,176,Friday,Friday 24th August 2018,11,11:00:00,,,11: Meet with Nicole about bird flu project,True,False,False,False,True,done,False
549,2018-08-24,176,Friday,Friday 24th August 2018,In-between,,,,In-between: NH09 BALF counts (TJ),True,False,False,False,True,done,False
550,2018-08-24,176,Friday,Friday 24th August 2018,Filler today,,,,Filler today: Alex also wants me to do BALF counts for her,False,False,True,False,False,not done,True
551,2018-08-24,176,Friday,Friday 24th August 2018,,,,,Take down PISA,True,False,False,False,True,done,False
553,2018-08-27,179,Monday,Monday 27th August 2018,First thing,,,,"First thing: Make LB agar plates + amp, PBS",True,True,False,False,False,done,True
554,2018-08-27,179,Monday,Monday 27th August 2018,9-4,09:00:00,16:00:00,420.0,9-4: BALF counts NH09,True,True,False,False,False,done,True
555,2018-08-27,179,Monday,Monday 27th August 2018,4-5,16:00:00,17:00:00,60.0,4-5: Transform plasmid into comp cells,True,True,False,False,False,done,True
556,2018-08-28,180,Tuesday,Tuesday 28th August 2018,9:30,,,,9:30: Take down bird flu samples to dock in ice box,True,True,False,False,False,done,True
557,2018-08-28,180,Tuesday,Tuesday 28th August 2018,In-between,,,,In-between: TJ08/12 tol blue mast cell hunting,True,True,False,False,False,done,True
558,2018-08-28,180,Tuesday,Tuesday 28th August 2018,10:30-11,10:30:00,11:00:00,30.0,10:30-11: Pick colonies from plate and incubate overnight,True,True,False,False,False,done,True
559,2018-08-28,180,Tuesday,Tuesday 28th August 2018,11,11:00:00,,,11: Meeting about job handover with Nic and others,True,True,False,False,False,done,True
560,2018-08-28,180,Tuesday,Tuesday 28th August 2018,1-5,13:00:00,17:00:00,240.0,"1-5: TJ19 RNA extraction pt 1, get Amber to help and shadow",True,True,False,False,False,done,True
561,2018-08-29,181,Wednesday,Wednesday 29th August 2018,,,,,PBS and Saline aliquots,True,False,False,False,True,done,False
562,2018-08-29,181,Wednesday,Wednesday 29th August 2018,9-3,09:00:00,15:00:00,360.0,9-3: Plasmid prep of samples,True,True,False,False,False,done,True
563,2018-08-29,181,Wednesday,Wednesday 29th August 2018,1-5,13:00:00,17:00:00,240.0,1-5: TJ19 RNA extraction pt 2 didn’t have time because of plasmid-prep,False,True,True,False,False,not done,True
564,2018-08-29,181,Wednesday,Wednesday 29th August 2018,3:30,,,,3:30: talk to Rudi about ELISA setup,True,True,False,False,False,done,True
565,2018-08-30,182,Thursday,Thursday 30th August 2018,9-12,09:00:00,12:00:00,180.0,9-12: TJ19 RNA extraction pt 2,True,False,False,False,True,done,False
566,2018-08-30,182,Thursday,Thursday 30th August 2018,1-5,13:00:00,17:00:00,240.0,"1-5: TJ19 RT, PCR machine #1 booked at 2-4, took long time to find samples that had been moved and only got nanodrop done.",True,False,False,True,False,partly done,True
567,2018-08-30,182,Thursday,Thursday 30th August 2018,3-5,15:00:00,17:00:00,120.0,3-5: KB19 lung cDNA qPCR final targets machine booked-out,False,True,True,False,False,not done,True
568,2018-08-30,182,Thursday,Thursday 30th August 2018,,,,,Move freezer boxes,True,False,False,False,True,done,False
569,2018-08-30,182,Thursday,Thursday 30th August 2018,,,,,"Lab chores (wash-up, lvl 1 storage items, delivery receipts, checking past experiment data)",True,False,False,True,True,partly done,False
571,2018-08-31,183,Friday,Friday 31st August 2018,9-2,09:00:00,14:00:00,300.0,9-2: miRNA cDNA synthesis and qPCR for RV014 ,True,True,False,False,False,done,True
572,2018-08-31,183,Friday,Friday 31st August 2018,2-5,14:00:00,17:00:00,180.0,2-5: qPCR of cDNA from miRNA RV014,False,True,False,False,False,done,True
573,2018-08-31,183,Friday,Friday 31st August 2018,3,03:00:00,,,3: cake,False,True,False,False,False,done,True
574,2018-08-31,183,Friday,Friday 31st August 2018,,,,,Take down Grace’s Yac cells,True,True,False,False,False,done,True
575,2018-08-31,183,Friday,Friday 31st August 2018,9-5,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders postponed for more important things,False,True,True,False,False,not done,True
576,2018-09-03,186,Monday,Monday 3rd September 2018,9-10,09:00:00,10:00:00,60.0,9-10: Microbiome meeting,True,False,False,False,True,done,False
577,2018-09-03,186,Monday,Monday 3rd September 2018,10-1,10:00:00,13:00:00,180.0,"10-1: run gel of XbaI RE digest, prep for RT",True,True,False,False,False,done,True
578,2018-09-03,186,Monday,Monday 3rd September 2018,,,,,"Interrupted to help Vrushali find 100% EtOH, helped Tegan find samples, deliveries",True,False,False,False,True,done,False
579,2018-09-03,186,Monday,Monday 3rd September 2018,1-5,13:00:00,17:00:00,240.0,1-5: TJ19 RT-PCR (booked on machine #1),False,False,False,True,False,partly done,True
580,2018-09-03,186,Monday,Monday 3rd September 2018,When free,,,,When free: TJ12 Mast cell hunting,False,False,True,False,False,not done,True
581,2018-09-04,187,Tuesday,Tuesday 4th September 2018,9-2,09:00:00,14:00:00,300.0,9-2: Plasmid prep colony PCR on other colonies of construct #1 and gel,True,True,False,False,False,done,True
582,2018-09-04,187,Tuesday,Tuesday 4th September 2018,10-2,10:00:00,14:00:00,240.0,10-2: Finish RT-PCR I started yesterday (booked on machine #1),True,False,False,False,True,done,False
583,2018-09-04,187,Tuesday,Tuesday 4th September 2018,,,,,Deliveries receipts,True,False,False,False,True,done,False
584,2018-09-04,187,Tuesday,Tuesday 4th September 2018,2-3,14:00:00,15:00:00,60.0,2-3: IFN-lambda ELISA capture binding postponed,False,True,True,False,False,not done,True
585,2018-09-04,187,Tuesday,Tuesday 4th September 2018,3-5,15:00:00,17:00:00,120.0,3-5: TJ19 and TJ16 qPCR #1 postponed due to issues with TJ19 RT-PCR,False,True,True,False,False,not done,True
586,2018-09-04,187,Tuesday,Tuesday 4th September 2018,3-5,15:00:00,17:00:00,120.0,3-5: Prep for TJ19 RT-PCR,True,False,False,False,True,done,False
587,2018-09-04,187,Tuesday,Tuesday 4th September 2018,,,,,Chemical waste disposal,True,False,False,False,True,done,False
588,2018-09-05,188,Wednesday,Wednesday 5th September 2018,9-11,09:00:00,11:00:00,120.0,9-11: GL06 COPD PCR (booked at 10:30),True,False,False,False,True,done,False
589,2018-09-05,188,Wednesday,Wednesday 5th September 2018,11-11:30,11:00:00,11:30:00,30.0,11-11:30: Meeting with Nicole for lvl 1 store handover,True,True,False,False,False,done,True
590,2018-09-05,188,Wednesday,Wednesday 5th September 2018,,,,,"Talk to Nicole about… * How to source suppliers easily * Getting the spreadsheet for lvl 1 store *Deliveries that are not on database (and don’t need to be), how to record?",True,True,False,False,False,done,True
591,2018-09-05,188,Wednesday,Wednesday 5th September 2018,12-3,12:00:00,15:00:00,180.0,12-3: TJ19 RT-PCR (booked #1 from 1pm),True,False,False,False,True,done,False
592,2018-09-05,188,Wednesday,Wednesday 5th September 2018,3-4,15:00:00,16:00:00,60.0,3-4: Coverslip BALF slides for ABCD02,True,False,False,False,True,done,False
593,2018-09-06,189,Thursday,Thursday 6th September 2018,8:30-5,08:30:00,17:00:00,510.0,8:30-5: PISA073 M-P,True,True,False,False,False,done,True
594,2018-09-06,189,Thursday,Thursday 6th September 2018,2-3,14:00:00,15:00:00,60.0,"2-3: BALF counts, show Adam W",True,False,False,False,True,done,False
595,2018-09-06,189,Thursday,Thursday 6th September 2018,,,,,"PBS aliquots, washup",True,False,False,False,True,done,False
596,2018-09-06,189,Thursday,Thursday 6th September 2018,2-3,14:00:00,15:00:00,60.0,"2-3: IFN-lambda ELISA capture binding, Bec will email me about this",True,True,False,False,False,done,True
597,2018-09-07,190,Friday,Friday 7th September 2018,9-5,09:00:00,17:00:00,480.0,9-5: 2x IFN-lambda ELISAs for Bec Vanders,True,True,False,False,False,done,True
598,2018-09-07,190,Friday,Friday 7th September 2018,3-5,15:00:00,17:00:00,120.0,3-5: TJ19 and TJ16 qPCR #1 (booked from 5pm) postponed due to time constraints,False,True,True,False,False,not done,True
599,2018-09-07,190,Friday,Friday 7th September 2018,,,,,Cap 1200 tubes for Chantal’s labelling,True,False,False,False,True,done,False
600,2018-09-07,190,Friday,Friday 7th September 2018,,,,,RBCLB aliquots,True,False,False,False,True,done,False
602,2018-09-10,193,Monday,Monday 10th September 2018,9-10:40,09:00:00,10:40:00,100.0,9-10:40: Meeting about Safety and OGTR,True,True,False,False,False,done,True
603,2018-09-10,193,Monday,Monday 10th September 2018,11-12,11:00:00,12:00:00,60.0,"11-12: Deal with SDSs, check what is down in lvl 1 specifically gloves",True,True,False,False,False,done,True
604,2018-09-10,193,Monday,Monday 10th September 2018,10:50-11,10:50:00,11:00:00,10.0,10:50-11: Make 1% agarose in TAE for Gang,True,True,False,False,False,done,True
605,2018-09-10,193,Monday,Monday 10th September 2018,1-5,13:00:00,17:00:00,240.0,1-5: Alex labelling,True,True,False,False,False,done,True
606,2018-09-10,193,Monday,Monday 10th September 2018,If time,,,,If time: ABCD02 BALF counts and TJ12 Mast cell counts,False,False,True,False,False,not done,True
607,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,,"Amber will be in, make sure to let her know what you are doing.",False,True,False,False,False,done,True
608,2018-09-11,194,Tuesday,Tuesday 11th September 2018,9-1,09:00:00,13:00:00,240.0,9-1: Learning non-heme iron assay with Khadem,False,False,True,False,False,not done,True
609,2018-09-11,194,Tuesday,Tuesday 11th September 2018,10-11,10:00:00,11:00:00,60.0,10-11: RBCLB quality testing for new aliquots,True,True,False,False,False,done,True
610,2018-09-11,194,Tuesday,Tuesday 11th September 2018,3-4,15:00:00,16:00:00,60.0,"3-4: Induction for L2W with Christie, Olivia is coming as well",True,True,False,False,False,done,True
611,2018-09-11,194,Tuesday,Tuesday 11th September 2018,11-5,11:00:00,17:00:00,360.0,11-5: Update physical and digital SDSs for lab,True,False,False,False,True,done,False
612,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,,Check things for PISA,True,False,False,False,True,done,False
613,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,,Finish labelling for Alex,True,False,False,False,True,done,False
614,2018-09-11,194,Tuesday,Tuesday 11th September 2018,,,,,Washup and take down for autoclaving,True,False,False,False,True,done,False
615,2018-09-12,195,Wednesday,Wednesday 12th September 2018,,,,,[used 1 hour time in lieu – started at 10am since PISA was cancelled],False,True,False,False,False,note,True
616,2018-09-12,195,Wednesday,Wednesday 12th September 2018,11:30-8,11:30:00,20:00:00,510.0,11:30-8: PISA067 K-C (blood ready at 12) postponed by patient,False,True,True,False,False,not done,True
617,2018-09-12,195,Wednesday,Wednesday 12th September 2018,10-5,10:00:00,17:00:00,420.0,10-5: Update physical and digital SDSs for lab,True,False,False,False,True,done,False
618,2018-09-12,195,Wednesday,Wednesday 12th September 2018,,,,,Washup and autoclaving,True,False,False,False,True,done,False
620,2018-09-13,196,Thursday,Thursday 13th September 2018,9-3:30,09:00:00,15:30:00,390.0,9-3:30: Update physical and digital SDSs for lab,True,False,False,False,True,done,False
621,2018-09-13,196,Thursday,Thursday 13th September 2018,9-12,09:00:00,12:00:00,180.0,9-12: TJ19 and TJ16 qPCR #1,False,False,True,False,False,not done,True
